Original name of the product,Product category,amount,unit price,currency,price including taxes,tax rate (%),country,date,source,tender ref,note,description_EN,unit_price_eur,spent
Одноразові рукавички,MEDICAL GLOVES,2000.0,4.6,UAH,,,Ukraine,2020-03-23,https://prozorro.gov.ua/tender/UA-2020-03-23-001026-a,UA2757,,,0.14259999999999998,285.19999999999993
Рукавички медичні оглядові,MEDICAL GLOVES,4350.0,2.0195954022988505,UAH,,,Ukraine,2020-03-23,https://prozorro.gov.ua/tender/UA-2020-03-23-004864-b,UA2758,,,0.06260745747126437,272.34244
"Вироби мед. призначення(халат о/р, бахіли медичні, шапочка, рукавички нітрилові)",MEDICAL GLOVES,2000.0,3.1775,UAH,,,Ukraine,2020-03-23,https://prozorro.gov.ua/tender/UA-2020-03-23-001989-b,UA2759,,,0.0985025,197.00500000000002
рукавички оглядові,MEDICAL GLOVES,2000.0,2.9746,UAH,,,Ukraine,2020-03-23,https://prozorro.gov.ua/tender/UA-2020-03-23-000492-a,UA2760,,,0.0922126,184.42520000000002
Рукавички оглядові латексні опудрені нестерильні,MEDICAL GLOVES,2350.0,1.91,UAH,,,Ukraine,2020-03-23,https://prozorro.gov.ua/tender/UA-2020-03-23-000995-a,UA2761,,,0.05921,139.1435
оглядові рукавичкии 47172,MEDICAL GLOVES,1500.0,2.97,UAH,,,Ukraine,2020-03-23,https://prozorro.gov.ua/tender/UA-2020-03-23-000461-a,UA2762,,,0.09207,138.105
"Медичні матеріали (рукавички нітрилові,н/с,неприп. р. M.L",MEDICAL GLOVES,350.0,9.8,UAH,,,Ukraine,2020-03-23,https://prozorro.gov.ua/tender/UA-2020-03-23-001060-c,UA2763,,,0.3038,106.33
"Код ДК 021-2015: 33140000-3 — Медичні матеріали, (рукавички медичні одноразові (НК 024:2019-47173 припудрені, оглядові/процедурні рукавички з латексу гевеї, нестерильні)",MEDICAL GLOVES,500.0,6.6,UAH,,,Ukraine,2020-03-23,https://prozorro.gov.ua/tender/UA-2020-03-23-002065-b,UA2764,,,0.20459999999999998,102.29999999999998
"Медичні матеріали (рукавички медичні, шприці, вата, папір ЕКГ, шпатель, система для переливання інфузійних розчинів, окуляри захисні)",MEDICAL GLOVES,1200.0,1.7325083333333335,UAH,,,Ukraine,2020-03-23,https://prozorro.gov.ua/tender/UA-2020-03-23-000680-c,UA2765,,,0.05370775833333334,64.44931000000001
Рукавички нітрілові н/стерильні,MEDICAL GLOVES,500.0,4.0018,UAH,,,Ukraine,2020-03-23,https://prozorro.gov.ua/tender/UA-2020-03-23-004217-b,UA2766,,,0.12405580000000001,62.0279
"Код за ДК 021: 2015 – 33140000-3 (НК 024:2019: 59014 «Бинт еластичний, з латексу гевеї, нестерильний», 61223 «Бинт еластичний, нелатексний, нестерильний, багаторазового використання», 48126 «Рулон марлевий, нестерильний», 48127 «Бинт марлевий, стерильний», 13414 «Бавовняний рулон», 38713 «Дезінфікуючі засоби, хірургічний інструмент», 11028 «Бавовняний кулястий тампон», 35035 «Електрокардіографічний електрод, одноразовий», 11130 «Електродна подушечка для зовнішнього дефібрилятора», 61650 «Катетер для периферичних судин / підшкірний», 48131 «Серветка неткана, стерильна», 44990 «Лейкопластир для поверхневих ран», 35177 «Хірургічна маска разового застосування», 58986 «Лейкопластир хірургічний універсальний, нестерильний», 61143 «Голка шовна, одноразового використання», 56631 «Фіксатор внутрішньовенного катетера», 56286 «Рукавички оглядові/ процедурні нітрилові, необпудровані, нестерильні», 48134 «Серветка марлева ткана, стерильна», 61695 «Серветка для очищення шкіри, стерильна», 46557 «Спрей для холодової терапії», 16649 «Основний набір внутрішньовенного введення», 47655 «Система контролю рівня глюкози / артеріального тиску для домашнього використання / точки доступу», 42461 «Шпатель для язика, оглядовий», 47017 «Шприц загального призначення, одноразового використання»)",MEDICAL GLOVES,1200.0,1.3875,UAH,,,Ukraine,2020-03-23,https://prozorro.gov.ua/tender/UA-2020-03-23-001126-c,UA2767,,,0.043012499999999995,51.614999999999995
рукавички медичні латексні,MEDICAL GLOVES,500.0,3.1672,UAH,,,Ukraine,2020-03-23,https://prozorro.gov.ua/tender/UA-2020-03-23-003156-b,UA2768,,,0.0981832,49.0916
"Вата медична, скарифікатор №200, рукавички латексні з напиленням",MEDICAL GLOVES,550.0,2.25,UAH,,,Ukraine,2020-03-23,https://prozorro.gov.ua/tender/UA-2020-03-23-000102-a,UA2769,,,0.06975,38.362500000000004
ДК 021:2015 18420000-9 Аксесуари для одягу (рукавички),MEDICAL GLOVES,200.0,5.1,UAH,,,Ukraine,2020-03-23,https://prozorro.gov.ua/tender/UA-2020-03-23-002334-b,UA2770,,,0.1581,31.619999999999997
Окуляри захисні;Щиток захисний;Бахіли поліетиленові;Комбінезон захисний;Рукавички нестерильні оглядові;Зволожувач-банка кисню бульбашкового типу;Шпатель лор дерев'яний;пробірка для мазків стержень -пластик,MEDICAL GLOVES,50.0,13.6,UAH,,,Ukraine,2020-03-23,https://prozorro.gov.ua/tender/UA-2020-03-23-001000-c,UA2771,,,0.4216,21.08
"Бинт 5*10 н/стер, бинт 7*14 н/стер,  бинт 5*10 стер,  бинт 7*14 стер, вата 25г стер, вата 100г н/стер, рукавички хірургічні стерильні р.7,  шприц ін'єк. інсулін.з голкою1мл U-100 ""ВІОЛА"" (0,33х13мм), шприц 2 мл, шприц 5 мл, шприц 10 мл, шприц 20 мл.",MEDICAL GLOVES,50.0,8.5,UAH,,,Ukraine,2020-03-23,https://prozorro.gov.ua/tender/UA-2020-03-23-001840-b,UA2772,,,0.2635,13.175
одноразові рукавички,MEDICAL GLOVES,70.0,3.21,UAH,,,Ukraine,2020-03-23,https://prozorro.gov.ua/tender/UA-2020-03-23-000868-a,UA2773,,,0.09951,6.9657
"18420000-9 - Аксесуари для одягу(НК 024:2019: 47173- Припудрені, оглядові / процедурні рукавички з латексу гевеї, нестерильні.)",MEDICAL GLOVES,70.0,3.21,UAH,,,Ukraine,2020-03-23,https://prozorro.gov.ua/tender/UA-2020-03-23-000459-a,UA2774,,,0.09951,6.9657
Рукавички Нітрилові,MEDICAL GLOVES,50.0,4.0,UAH,,,Ukraine,2020-03-23,https://prozorro.gov.ua/tender/UA-2020-03-23-001978-b,UA2775,,,0.124,6.2
Рукавиці  нітрилові,MEDICAL GLOVES,50.0,3.8348,UAH,,,Ukraine,2020-03-23,https://prozorro.gov.ua/tender/UA-2020-03-23-001263-b,UA2776,,,0.11887879999999999,5.94394
Рукавички медичні латексні нестерильні,MEDICAL GLOVES,10000.0,1.59,UAH,,,Ukraine,2020-03-21,https://prozorro.gov.ua/tender/UA-2020-03-21-000038-b,UA2777,,,0.04929,492.9
Рукавички нітрилові розмір L,MEDICAL GLOVES,30000.0,15.0,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-000088-c,UA2778,,,0.46499999999999997,13949.999999999998
Оглядові рукавички,MEDICAL GLOVES,13900.0,6.5698,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-000808-a,UA2779,,,0.2036638,2830.92682
"Одноразові рукавички НК 024:2019 47173 Припудрені, оглядові / процедурні рукавички з латексу гевеї, нестерильні. 56286 Рукавички оглядові / процедурні нітрилові, необпудровані, нестерильні",MEDICAL GLOVES,18000.0,3.1565,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-005342-b,UA2780,,,0.0978515,1761.327
Латексні оглядові рукавички,MEDICAL GLOVES,8950.0,5.5854,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-005180-b,UA2781,,,0.1731474,1549.66923
"Клейонка підкладна 2 м, рукавички оглядові р.7-8 (М) н/стер",MEDICAL GLOVES,15000.0,2.3,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-004161-b,UA2782,,,0.07129999999999999,1069.4999999999998
Аксесуари для одягу (одноразові рукавички),MEDICAL GLOVES,14350.0,2.14,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-001010-c,UA2783,,,0.06634000000000001,951.9790000000002
Рукавички оглядові,MEDICAL GLOVES,12000.0,2.3040666666666665,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-004006-b,UA2784,,,0.07142606666666666,857.1128
Рукавички медичні.,MEDICAL GLOVES,6000.0,2.354,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-002558-b,UA2785,,,0.072974,437.844
Медичні вироби (рукавички оглядові),MEDICAL GLOVES,4000.0,3.5075025,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-004804-b,UA2786,,,0.10873257750000001,434.93031
"Медичні матеріали (згідно НК 024:2019: 47017- Шприц загального призначення, разового застосування; 47173-Припудрені, оглядові/процедурні рукавички з латексу гевеї, нестерильні; 61217-Рукавички хірургічні з гваюлового латексу, непудровані)",MEDICAL GLOVES,7500.0,1.87,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-001820-b,UA2787,,,0.05797,434.775
Рукавички захисні оглядові,MEDICAL GLOVES,10000.0,1.27,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-001896-b,UA2788,,,0.03937,393.70000000000005
Вироби медичного призначення (рукавички оглядові),MEDICAL GLOVES,5000.0,2.53,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-003837-b,UA2789,,,0.07843,392.15
рукавички хірургічні,MEDICAL GLOVES,2000.0,4.6438000000000015,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-004111-b,UA2790,,,0.14395780000000005,287.9156000000001
"Медичні матеріали (рукавички стерильні,рукавички нестерильні)",MEDICAL GLOVES,1000.0,9.0,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-003990-b,UA2791,,,0.279,279.0
Рукавички медичні нестерильні,MEDICAL GLOVES,2350.0,3.4,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-004088-b,UA2792,,,0.1054,247.69
Рукавиці латексні,MEDICAL GLOVES,2500.0,3.18,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-000867-b,UA2793,,,0.09858,246.45
"Код НК:024:2019:47173-Припудрені, оглядові/процедурні рукавички з латексу гевеї, нестерильні (Рукавички); 58382-Костюм хірургічний одноразового використання, нестерильний (Протиепідемічні костюми)",MEDICAL GLOVES,5000.0,1.5,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-001078-a,UA2794,,,0.0465,232.5
Рукавички,MEDICAL GLOVES,500.0,9.8,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-001014-a,UA2795,,,0.3038,151.9
"код Дк 021:2015 - 33140000-3 Медичні матеріали (Шапочки одноразові, бахіли, халати, рукавички, комбінезони, щитки)",MEDICAL GLOVES,1500.0,3.0144,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-003289-b,UA2796,,,0.0934464,140.1696
Рукавиці підвищеного риску латексні,MEDICAL GLOVES,500.0,6.6019,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-002670-b,UA2797,,,0.20465889999999998,102.32945
"Медичні матеріали (шприци, рукавички, шовк хірургічний, кетгут, катетери)",MEDICAL GLOVES,1500.0,2.1,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-002224-b,UA2798,,,0.0651,97.65
"рукавички нітрілові нестерильні (56286 Рукавички оглядові / процедурні нітрилові, непудровані, нестерильні)",MEDICAL GLOVES,1500.0,1.926,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-000626-b,UA2799,,,0.059705999999999995,89.559
Рукавички латексні,MEDICAL GLOVES,900.0,2.25,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-001937-b,UA2800,,,0.06975,62.775000000000006
"Рукавички  нітрилові оглядові ""Care""365""Premiumнеприпудрені ,нестерильні р.М, р.L",MEDICAL GLOVES,700.0,2.8571428571428568,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-004947-b,UA2801,,,0.08857142857142856,61.99999999999999
"Рукавички  нітрилові оглядові ""Care""365""Premiumнеприпудрені ,нестерильні р.М",MEDICAL GLOVES,700.0,2.85,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-004678-b,UA2802,,,0.08835,61.845
"Засоби індивідуального захисту(НК 024:2019-бахіли хірургічні, 61939 нарукавник хірургічни ,56286 Рукавички оглядові / процедурні нітрилові, необпудровані, нестерильні, 35091 Операційний халат разового застосування)",MEDICAL GLOVES,400.0,4.6875,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-004239-b,UA2803,,,0.1453125,58.12500000000001
"Рукавички мед.н/стерильні латексні, рукавички мед.нітрилові Семперкаре, рукавички оглядові нітрил.чорні",MEDICAL GLOVES,300.0,4.583333333333333,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-001121-b,UA2804,,,0.1420833333333333,42.62499999999999
Медичні матеріали (рукавички нітрилові),MEDICAL GLOVES,250.0,4.5,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-001354-b,UA2805,,,0.1395,34.875
ДК 021:2015 18420000-9 Аксесуари для одягу (рукавички нітрилові),MEDICAL GLOVES,200.0,5.0,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-002478-b,UA2806,,,0.155,31.0
Вата н/ст. 100 г. зигзаг; Марля 5м х 90см; Перчатки н/ст нитрил р. L; Перчатки н/ст нитрил р. М,MEDICAL GLOVES,300.0,3.2,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-005089-b,UA2807,,,0.09920000000000001,29.76
"Медичне обладнання: Рукавиці нітрилові (S, M, L, XL), пара (ставка ПДВ 7%), Скарифікатор Акті- Ланце Універсал, гл. прок. 1,8, Скарифікатор Акті- Ланце Універсал, гл. прок. 2мм., Скарифікатор о/р, Наконечник 1000мкл, блакитний 1000шт/уп, Наконечник 200мкл жовтий 1000шт/уп, Скло предметне, Камера Горяєва 2-х секційна, Піпетки Салі 0,02, Пробірка Відаля 10*90мм, Йорж для пробірок 18мм, Ємкість для замочування 1,2л., Ємкість д/обеззараження 1,8л.",MEDICAL GLOVES,250.0,3.17792,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-000803-c,UA2808,,,0.09851552,24.62888
Гумові вироби (рукавички оглядові та медичні),MEDICAL GLOVES,250.0,2.98104,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-003475-b,UA2809,,,0.09241224,23.103060000000003
"Комбінезон захисний, рукавички оглядові",MEDICAL GLOVES,200.0,3.15,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-001033-a,UA2810,,,0.09765,19.53
"Медичні матеріали за кодом CPV ДК 021:2015 ""33140000-3""(Медична марля ,рукавиці)",MEDICAL GLOVES,150.0,3.96,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-000802-b,UA2811,,,0.12276,18.413999999999998
"Медичні матеріали: 57893 Мікрокапілярна трубка для збору крові ІВД, без добавок, 61579 Скарификатор неавтоматичний, одноразового, 47237 Серветка для очищення шкіри, 47173 Припудрені, оглядові / процедурні рукавички з латексу гевеї, нестерильні",MEDICAL GLOVES,300.0,1.72,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-000895-b,UA2812,,,0.05332,15.996
рукавички латексні,MEDICAL GLOVES,100.0,4.0,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-000051-a,UA2813,,,0.124,12.4
Рукавички огляд.,MEDICAL GLOVES,100.0,1.95,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-000105-a,UA2814,,,0.06045,6.045
"18420000-9 - Аксесуари для одягу(Код НК 024:2019: 47173- Припудрені, оглядові / процедурні рукавички з латексу гевеї, нестерильні)",MEDICAL GLOVES,45.0,3.21,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-002733-b,UA2815,,,0.09951,4.47795
"18420000-9 - Аксесуари для одягу(Код НК 024:2019: 47173- Припудрені, оглядові / процедурні рукавички з латексу гевеї, нестерильні)",MEDICAL GLOVES,35.0,3.21,UAH,,,Ukraine,2020-03-20,https://prozorro.gov.ua/tender/UA-2020-03-20-000664-c,UA2816,,,0.09951,3.48285
Рукавички нітрил (код НК 024:2019-47172),MEDICAL GLOVES,259500.0,2.1,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-001980-b,UA2817,,,0.0651,16893.45
Рукавички латексні огл. н/ст. н/прип High Risk,MEDICAL GLOVES,12550.0,14.0,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-002006-b,UA2818,,,0.434,5446.7
"ДК 021:2015 18420000-9 Аксесуари для одягу (НК 021:2019 (56286-рукавички оглядові/процедурні нітрилові, неоопудровані, нестерильні))",MEDICAL GLOVES,30000.0,2.75,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-001343-b,UA2819,,,0.08524999999999999,2557.5
"Рукавички латексні нестерильні, рукавички нітрилові стерильні за кодом ЄЗК 021:2015 33140000-3 Медичні матеріали",MEDICAL GLOVES,20000.0,3.2,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-002654-b,UA2820,,,0.09920000000000001,1984.0000000000002
Рукавички оглядові,MEDICAL GLOVES,13650.0,3.645604395604396,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-003107-b,UA2821,,,0.11301373626373627,1542.6375
Одноразові рукавички медичні,MEDICAL GLOVES,22600.0,1.9688,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-000405-c,UA2822,,,0.061032800000000005,1379.34128
Рукавички нітрилові одноразові,MEDICAL GLOVES,4000.0,6.8,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-000748-a,UA2823,,,0.2108,843.1999999999999
"Засоби індивідуального захисту (медичні маски захисні, рукавички нітрилові нестерильні)",MEDICAL GLOVES,2000.0,13.0,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-000851-c,UA2824,,,0.403,806.0
"Медичні матеріали (НК 024:2019: 56286 Рукавички оглядові/процедурні нітрилові, необпудровані, нестерильні; 56286 Рукавички оглядові/процедурні нітрилові, необпудровані, нестерильні; 56286 Рукавички оглядові/процедурні нітрилові, необпудровані, нестерильні; 34920 Катетер для периферійного судинного вливання; 34920 Катетер для периферійного судинного вливання; 6244 Набір для внутрішньовенних вливань через інфузійний контролер; 58986 Лейкопластир хірургічний універсальний, нестерильний; 12557 Маска для кисневої терапії; 12557 Маска для кисневої терапії) (джерело фінансування - місцевий бюджет)",MEDICAL GLOVES,7400.0,2.85,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-000058-b,UA2825,,,0.08835,653.79
Медичні матеріали (рукавички латексні),MEDICAL GLOVES,10000.0,1.605,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-001148-b,UA2826,,,0.049755,497.55
"Медичні матеріали: Рукавички оглядові, нестерильні , С, М, L (НК 024:2019 –47172 - Рукавички оглядові/ процедурні з латексу гевеї, непудровані, нестерильні);одноразова система для вливання інфузійних розчинів (НК 024:2019 – 58977 Системи для внутрішньовенного вливання інфузійних розчинів); шприц 10,0 мл з голкою 0,8мм*38 мм (НК 024:2019 - 47017 - Шприц двокомпонентний ін’єкційний одноразового застосування;)шприц 2, 0 мл з голкою 0,6 мм*25 мм(НК 024:2019 - 47017 - Шприц двокомпонентний ін’єкційний одноразового застосування;);шприц 20,0 мл з голкою 0,8мм*38 мм (НК 024:2019 - 47017 - Шприц двокомпонентний ін’єкційний одноразового застосування;); шприц 5,0 з голкою 0,7 мм*38 мм (НК 024:2019 - 47017 - Шприц двокомпонентний ін’єкційний одноразового застосування;); бинт марлевий медичний нестерильний 5м*10 см (НК 024:2019 - 48126 - рулон марлевий, нестерильний ) бинт марлевий медичний стерильний 5м*10см (НК 024:2019 - 48127 Бинт марлевий,стерильний); бинт марлевий медичний нестерильний 7 м*14 см (НК 024:2019 - 48126 - рулон марлевий, нестерильний ) ; бинт марлевий медичний стерильний 7м*14см (НК 024:2019 - 48127 Бинт марлевий,стерильний); марлевий відріз нестерильний 5 м*90см. (НК 024:2019 - 48126 - рулон марлевий, нестерильний ); пластир медичний 1 см*500см. на бавовняній основі (НК 024:2019 - 34831 Лейкопластир гіпоалергенний); термометр медичний (НК 024:2019 - 14025 Набір для термометра) ;пластир медичний 2 см*500см (НК 024:2019 - 34831 Лейкопластир гіпоалергенний); тест -смужки акучек для вимірювання рівня глюкози в крові №10 (НК 024:2019: 30221-Реагент швидкого тестування на глюкозу); вата медична гігієнічна 100 г. нестерильна зигзаг (НК 024:2019 58232 Рулон ватний, нестерильний); джгут для венозних маніпуляцій для дорослих (НК 024:2019:35844 - Джгут на верхню/нижню кінцівку, багаторазового використання); набір гінекологічний повний №4 (44059 - Одноразовий акушерсько-гінекологічний хірургічний набір, що не містить лікарських засобів);шпатель отоларингологічний дерев'яний (НК 024:201942461-Шпатель для язика, оглядовий);серветки спиртові № 100 (НК 024:2019:47237-Серветка для очищення шкіри); набір гінекологічний повний №1 (НК 024:2019:44059 - Одноразовий акушерсько-гінекологічний хірургічний набір, що не містить лікарських засобів); катетр G 22 (НК 024:2019-35923; Катетер венозний); катетр G 26 (НК 024:2019-35923; Катетер венозний).",MEDICAL GLOVES,7500.0,2.02,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-18-002315-a,UA2827,,,0.06262,469.65
Рукавички,MEDICAL GLOVES,8500.0,1.49,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-002139-a,UA2828,,,0.04619,392.615
Рукавички нітрилові оглядові не стерильні,MEDICAL GLOVES,4000.0,2.5,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-003104-b,UA2829,,,0.0775,310.0
"Маски хірургічні, рукавички хірургічні",MEDICAL GLOVES,1600.0,4.375,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-001192-b,UA2830,,,0.135625,217.0
Рукавички,MEDICAL GLOVES,2000.0,3.3,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-002611-a,UA2831,,,0.10229999999999999,204.59999999999997
Рукавички нітрилові нестирильні,MEDICAL GLOVES,2000.0,3.0,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-001227-c,UA2832,,,0.093,186.0
"Медичні матеріали: рукавички оглядові нітрилові С, М (56286 - Рукавички оглядові/процедурні нітрилові, необпудровані); Рукавички оглядові, , С, М, L (НК 024:2019 –47172 - Рукавички оглядові/ процедурні з латексу гевеї, непудровані, нестерильні); рукавички оглядові стерильні (НК 024:2019: 47178- Непудровані, оглядові / процедурні рукавички з латексу гевеї, стерильні); система для вливання інфузійних розчинів (НК 024:2019 – 58977 Системи для внутрішньовенного вливання інфузійних розчинів); шприц 10,0 мл з голкою 0,8мм*38 мм (НК 024:2019 - 47017 - Шприц двокомпонентний ін’єкційний одноразового застосування;)шприц 2, 0 мл з голкою 0,6 мм*25 мм(НК 024:2019 - 47017 - Шприц двокомпонентний ін’єкційний одноразового застосування;);шприц 20,0 мл з голкою 0,8мм*38 мм (НК 024:2019 - 47017 - Шприц двокомпонентний ін’єкційний одноразового застосування;); шприц 5,0 з голкою 0,7 мм*38 мм (НК 024:2019 - 47017 - Шприц двокомпонентний ін’єкційний одноразового застосування;); бинт марлевий медичний нестерильний 5м*10 см (НК 024:2019 - 48126 - рулон марлевий, нестерильний ) бинт марлевий медичний нестерильний 7 м*14 см (НК 024:2019 - 48126 - рулон марлевий, нестерильний ) ; марлевий відріз нестерильний 5 м*90см. (НК 024:2019 - 48126 - рулон марлевий, нестерильний ); пластир медичний 1 см*500см. на бавовняній основі (НК 024:2019 - 34831 Лейкопластир гіпоалергенний); термометр медичний (НК 024:2019 - 14025 Набір для термометра) ;пластир медичний 2 см*500см (НК 024:2019 - 34831 Лейкопластир гіпоалергенний);пластир бактерицидний №10 (НК 024:2019 - 34831 Лейкопластир гіпоалергенний); тест -смужки акучек для вимірювання рівня глюкози в крові №10 (НК 024:2019: 30221-Реагент швидкого тестування на глюкозу); вата медична гігієнічна 100 г. нестерильна зигзаг (НК 024:2019 58232 Рулон ватний, нестерильний); джгут для венозних маніпуляцій для дорослих (НК 024:2019:35844 - Джгут на верхню/нижню кінцівку, багаторазового використання); шпатель отоларингологічний дерев'яний (НК 024:201942461-Шпатель для язика, оглядовий);бинт гіпсовий 27*20 (НК 024:201933056 – Матеріал для накладення гіпсової пов’язки) ;бинт гіпсовий 27*15 (НК 024:201933056 – Матеріал для накладення гіпсової пов’язки) бинт гіпсовий 27*10 ( НК 024:2019: 33056 – Матеріал для накладення гіпсової пов’язки); серветки спиртові № 100 (НК 024:2019:47237-Серветка для очищення шкіри); пробірки з червоною кришкою (НК 024:2019:41128 Пробірка вакуумна для взяття зразків крові IVD); шприц інсуліновий (НК 024:2019:34973 Інсуліновий шприц / голка, безпека) ; катетр G 22 (НК 024:2019-35923; Катетер венозний); катетр G 26 (НК 024:2019-35923; Катетер венозний).",MEDICAL GLOVES,2000.0,2.96,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-18-001744-a,UA2833,,,0.09176,183.51999999999998
18420000-9 - Аксесуари для одягу НК 024:2019: 56286 Рукавички оглядові / процедурні нітрилові,MEDICAL GLOVES,700.0,7.22,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-001617-b,UA2834,,,0.22382,156.674
"Рукавички MedTouch M,L",MEDICAL GLOVES,2900.0,1.66,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-002276-b,UA2835,,,0.05146,149.234
Засоби індивідуального захисту (рукавички оглядові),MEDICAL GLOVES,1500.0,2.98,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-002117-a,UA2836,,,0.09238,138.57
Захисні рукавички,MEDICAL GLOVES,500.0,8.1,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-000423-a,UA2837,,,0.2511,125.55
"Медичні матеріали для профогляду (шприци, вата медична, бинти, відріз марлевий, рукавички нестерильні)",MEDICAL GLOVES,1600.0,2.25,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-002093-a,UA2838,,,0.06975,111.60000000000001
"Медичні матеріали (шпріци, пластир, рукавички та інші)",MEDICAL GLOVES,2000.0,1.6264,UAH,,,Ukraine,2020-03-19,https://prozorro.gov.ua/tender/UA-2020-03-19-004160-b,UA2839,,,0.0504184,100.83680000000001
