Original name of the product,Product category,amount,unit price,currency,price including taxes,tax rate (%),country,date,source,tender ref,note,description_EN
"Медичні матеріали (вата н/с 50гр, шприці одноразові 2мл, шприці одноразові 5 мл, рукавички н/с)",Medical gloves,2300,1.46,UAH,,,Ukraine,2020-02-06,https://prozorro.gov.ua/tender/UA-2020-02-06-000149-b,UA3225,,
"Рукавички нітрилові ""Safe-Touch""  б/пудри",Medical gloves,1000,2.89,UAH,,,Ukraine,2020-02-06,https://prozorro.gov.ua/tender/UA-2020-02-06-000934-a,UA3226,,
медичні матеріали (хірургічні рукавички),Medical gloves,33000,8.6,UAH,,,Ukraine,2020-02-05,https://prozorro.gov.ua/tender/UA-2020-02-05-002686-b,UA3227,,
"Рукавички медичні латексні (НК 024:2019 код 47172, 47173 ""Рукавички оглядові""; код 47179 ""Рукавички хірургічні"". Джерело фінансування - місцевий бюджет.",Medical gloves,52700,1.5426944971537002,UAH,,,Ukraine,2020-02-05,https://prozorro.gov.ua/tender/UA-2020-02-05-001796-a,UA3228,,
Код за ДК 021:2015-18420000-9 - Аксесуари для одягу (рукавички).,Medical gloves,30000,2.0399333333333334,UAH,,,Ukraine,2020-02-05,https://prozorro.gov.ua/tender/UA-2020-02-05-000822-b?lot_id=f99b36842517449d87705fa4e2a076cf#lots,UA3229,,
"18420000-9 - Аксесуари для одягу(56286-рукавички оглядові/процедурні нітрилові, необпудровані, нестерильні;47182 - припудрені хірургічні рукавички без латексу, стерильні)",Medical gloves,11000,3.96,UAH,,,Ukraine,2020-02-05,https://prozorro.gov.ua/tender/UA-2020-02-05-000928-c,UA3230,,
"Рукавички Dermagrip латексні, неопудрені, нестерильні, р. М(7-8) (код НК 024:2019 - 47175 - Припудрені оглядові / процедурні рукавички з синтетичного полімеру, нестерильні), бинт марлевий медичний нестерильний 7*14 (код НК 024:2019 - 35374- трубчастий трикотажний бинт), вата медична гігроскопічна гігієнічна нестерильна, 100г Білосніжка (код НК 024:2019 - 13416-бавовняний рулон), маска процедурна з вушними петлями (код НК 024:2019 - 35177 - Маска хірургічна одноразового використання), шпатель отоларингологічний дерев'яний стерильний (код НК 024:2019 - 14066- хірургічний шпатель для язика), скарифікатори стерильні (код НК 024:2019 - 13472 -Скарифікатор), шприц 2мл стерильний одноразового використання (код НК 024:2019 - 35904- шприц озатор для підшкірних ін’єкцій), піпетка стерильна зі скарифікатором (код НК 024:2019 - 38522- Піпетка механічна), лейкопластир бактерицидний 1,9-5,5 Дитячий на п/е основі з малюнком IGAR (код НК 024:2019 – 44990 - Лейкопластир до поверхневих ран), марлевий відріз 5м (код НК 024:2019 – 44990 - Марля, неткана)",Medical gloves,1600,8,UAH,,,Ukraine,2020-02-05,https://prozorro.gov.ua/tender/UA-2020-02-05-000685-a,UA3231,,
рукавички оглядові,Medical gloves,1850,5,UAH,,,Ukraine,2020-02-05,https://prozorro.gov.ua/tender/UA-2020-02-05-001029-c,UA3232,,
"Медичні матеріали код згідно ДК 021:2015 – 33140000-3 – «Медичні матеріали»  (код за НК 024:2019 – 42461- Депрессор язика, оглядовий; 57793- Респіратор загального застосування; 37468- Дзеркало вагінальне, одноразового використання; 44059- Одноразовий акушерсько-гінекологічний хірургічний набір, що не містить лікарських засобів; 34831- Лейкопластир гіпоалергенний; 17988- Антисептична серветка; 56291- Рукавички хірургічні нітрилові, необпудровані; 56286- Рукавички оглядові / процедурні нітрилові, необпудровані, нестерильні; 10943- Контейнер для збирання проб мокротиння IVD; 10944- Збірник зразків сечі; 61578- Ручка-скарифікатор автоматична, одноразового використання; 37466- Ручний ланцет для крові, одноразовий; 48126- Бинт марлевий, стерильний; 10729- Центральний венозний катетер; 58232- Рулон ватний, нестерильний; 35844- Джгут на верхню/нижню кінцівку, багаторазового використання; 47017-Шприц загального призначення, разового застосування).",Medical gloves,2000,3.3,UAH,,,Ukraine,2020-02-05,https://prozorro.gov.ua/tender/UA-2020-02-05-000431-b,UA3233,,
Медичні матеріали (медичний інструментарій та рукавички медичні) та вироби медичного призначення (системи для вливання розчинів),Medical gloves,3500,1.07,UAH,,,Ukraine,2020-02-05,https://prozorro.gov.ua/tender/UA-2020-02-05-000757-b,UA3234,,
"Рукавички нітрилові ""Safe-Touch""  б/пудри",Medical gloves,400,2.89,UAH,,,Ukraine,2020-02-05,https://prozorro.gov.ua/tender/UA-2020-02-05-000938-a,UA3235,,
"Рукавички нітрилові ""Safe-Touch""  б/пудри",Medical gloves,350,2.89,UAH,,,Ukraine,2020-02-05,https://prozorro.gov.ua/tender/UA-2020-02-05-000754-a,UA3236,,
Рукавиці хірургічні,Medical gloves,300,2.6643,UAH,,,Ukraine,2020-02-05,https://prozorro.gov.ua/tender/UA-2020-02-05-002646-a,UA3237,,
Аксесуари для одягу (рукавички медичні),Medical gloves,26500,3.2339622641509433,UAH,,,Ukraine,2020-02-04,https://prozorro.gov.ua/tender/UA-2020-02-04-003364-a,UA3238,,
"Медичні матеріали  (НК 024:2019: 47173 - Припудрені, оглядові / процедурні рукавички з латексу гевеї, нестерильні) (Рукавички медичні латексні  оглядові н/стер.припудрені р-р 6-7, 7-8 ,8-9), (НК 024:2019: 56286 - Рукавички оглядові / процедурні нітрилові, необпудровані, нестерильні) (Рукавички медичні  оглядові нітрилові н/стерильні, неприпудренні  р-р 6-7, 7-8), (НК 024:2019: 47179 - Припудрені, оглядові / процедурні  рукавички з латексу гевеї, стерильні) (Рукавички медичні латексні хірургічні припудрені стерильні, р-р 6.0, 6.5, 7.0, 7.5, 8.0, 8,5), (НК 024:2019: 45671 - Гладка синтетична нитка, кетгут) (Кетгут стерильний без голки метр. № 3, № 4, № 5), (НК 024:2019: 34655 Марля, неткана) (Відріз  марлевий медичний н/стер.(5 м *90см)), (НК 024:2019: 48126 Рулон марлевий, нестерильний) (Бинт марлевий медичн. н/стерил.  7* 14), (НК 024:2019: 58234 Стрічка ватяна) (Вата  н/ст  100,0), (НК 024:2019: 58302 Пов'язка плівкова напівпроникна антибактеріальна з синтетичного полімеру, адгезивна) (Хірургічна пов’язка, тип Прозорий (на поліуретановій основі) 10,0 * 10,0 см) , (НК 024:2019: 58302 Пов'язка плівкова напівпроникна антибактеріальна з синтетичного полімеру, адгезивна) (Хірургічна пов’язка, тип Прозорий (на поліуретановій основі) 10,0 * 15,0 см), (НК 024:2019: 47017  Шприц загального призначення,  разового застосування) (Шприц ін'єкційний одноразового використання місткістю 2 мл з голкою), (НК 024:2019: 47017  Шприц загального призначення,  разового застосування) (Шприц ін'єкційний одноразового використання місткістю 5 мл з голкою), (НК 024:2019: 47017  Шприц загального призначення,  разового застосування) (Шприц ін'єкційний одноразового використання місткістю 10 мл з голкою), (НК 024:2019: 47017  Шприц загального призначення,  разового застосування) (Шприц ін'єкційний одноразового використання місткістю20 мл з голкою), (НК 024:2019: 16584 Хірургічна нитка з полідіоксанона) (С2-1 Синтіл  USP  (Розмір 5) 90 см колюча голка 45 мм, 1/2 кола), (НК 024:2019: 16584 Хірургічна нитка з полідіоксанона) (С0-0 Синтіл  №0 ( 3,5) 1,5м без голки)",Medical gloves,18250,3.5364931506849313,UAH,,,Ukraine,2020-02-04,https://prozorro.gov.ua/tender/UA-2020-02-04-001920-a,UA3239,,
Код ДК 021:2015 код 33140000-3 Медичні матеріали (рукавички).,Medical gloves,4500,8.37,UAH,,,Ukraine,2020-02-04,https://prozorro.gov.ua/tender/UA-2020-02-04-000405-b?lot_id=9073608361f844e4a8ab882098612ab3#lots,UA3240,,
"НК 024:2019-  58234 Стрічка ватяна, 35017 Марлева пов’язка, рулон, 47173 Припудрені, оглядові / процедурні рукавички з латексу гевеї, нестерильні)",Medical gloves,11900,2.3,UAH,,,Ukraine,2020-02-04,https://prozorro.gov.ua/tender/UA-2020-02-04-001386-a,UA3241,,
"щіточки гінекологічні; комплекти для забору капілярної крові; рукавички оглядові, набір гінекологічний одноразовий) (НК 024:2019 32368 Щіточка гінекологічна церві кальна, 57893 Мікрокапілярна трубка для забору крові, IVD, без добавок, 47179 Припудрені оглядові процедурні рукавички з латексу гевеї, стерильні, 44059 Одноразовий акушерсько-гінекологічний хірургічний набір, що не містить лікарських засобів).",Medical gloves,4000,5.25,UAH,,,Ukraine,2020-02-04,https://prozorro.gov.ua/tender/UA-2020-02-04-000842-b,UA3242,,
Рукавички медичні оглядові нітрілові,Medical gloves,3000,2.0865,UAH,,,Ukraine,2020-02-04,https://prozorro.gov.ua/tender/UA-2020-02-04-000283-b,UA3243,,
"Медичні матеріали (рукавички оглядові латексені опудрені не стерильні (код НК 024:2019 -47175 - Припудрені оглядові / процедурні рукавички з синтетичного полімеру, нестерильні), вата медична гігроскопічна гігієнічна нестерильна 100 г. (код НК 024:2019 -13416-бавовняний рулон), бинт марлевий медичний нестерильний 7*14 (код НК 024:2019 -35374- трубчастий трикотажний бинт), піпетка стерильна зі скарифікатором (код НК 024:2019 - 38522- Піпетка механічна), марлевий відріз 5м (код НК 024:2019 – 44990 - Марля, неткана)",Medical gloves,600,2.65,UAH,,,Ukraine,2020-02-04,https://prozorro.gov.ua/tender/UA-2020-02-04-001768-a,UA3244,,
Рукавички н/стерильні,Medical gloves,25100,2.35,UAH,,,Ukraine,2020-02-03,https://prozorro.gov.ua/tender/UA-2020-02-03-000381-c,UA3245,,
"Медичні матеріали -за кодом CPV за ДК  021:2015 - 33140000-3 (Вироби медичного призначення) (за кодом НК 024:2019 – код 58234 – «Стрічка ватяна»;код 48126 – «Рулон марлевий нестерильний»; код 48127 – «Бинт марлевий, стерильний»; код 33056 – «Матеріал для накладання гіпсової пов’язки »;код 10739 – «Судинний перфузійний катетер»; код 34831 – «Лейкопластир гіпоалергенний»;код 62004 – «Набір для перев'язки ран, нестерильний»; код 63095 – «Шприц / голка загального призначення»; код 35389 – «Інсуліновий шприц»; код 60643 – «Шприц для вакцинації з механізмом запобігання повторного використання / голка»;код 56286 – «Рукавички оглядові / процедурні нітрилові, необпудровані, нестерильні»  код 47173 – «Рукавички оглядові / процедурні з латексу гевеї, опудрені»; код 40548 – «Хірургічна рукавичка, латекс»; код 16631 – «Набір з несорбівного матеріалу для внутрішньовенних вливань»)",Medical gloves,21000,1.75,UAH,,,Ukraine,2020-02-03,https://prozorro.gov.ua/tender/UA-2020-02-03-001726-a,UA3246,,
"Придбання виробів медичного призначення (НК 024:2019 (16649 - Основний набір внутрішньовенного введення; 47017 - Шприц загального призначення, разового застосування; 47173 - Припудрені, оглядові / процедурні рукавички з латексу гевеї, нестерильні). Джерело фінансування закупівлі: Міський фонд  (Система без фталатів для вливання кровозамінників та інфузійних розчинів, Шприц 2 ml (мл) луєр двохкомпонентний ін'єкційний одноразового застосування з голкою 0,6х32 mm (мм) (23Gх1 1/4), Шприц 5 ml (мл) луєр двохкомпонентний ін'єкційний одноразового застосування з голкою 0,7х38 mm (мм) (22Gх1 1/2), Шприц 10 ml (мл) луєр двохкомпонентний ін'єкційний одноразового застосування з голкою 0,8х38 mm (мм) (21Gх1 1/2), Шприц 20 ml (мл) луєр двохкомпонентний ін'єкційний одноразового застосування з голкою 0,8х38 mm (мм) (21Gх1 1/2), Рукавички оглядові латексні нестерильні припудрені, розмір S, Рукавички оглядові латексні нестерильні припудрені, розмір M, Рукавички оглядові латексні нестерильні припудрені, розмір L",Medical gloves,14300,2.0651,UAH,,,Ukraine,2020-02-03,https://prozorro.gov.ua/tender/UA-2020-02-03-000285-b,UA3247,,
"НК 024:2019 - 48127  Стрічка марлева; 58234 Стрічка ватяна; 17471 Хірургічни нитка з поліглактіну ; 35212 Голка спінальна, одноразового застосування; 34655 Марля, неткана; 47182 Припудрені хірургічні рукавички без латексу, стерильні; 47179 Припудрені, оглядові / процедурні рукавички з латексу гевеї, стерильні; 56286 Рукавички оглядові / процедурні нітрилові, необпудровані, нестерильні; 47017  Шприц загального призначення, разового застосування; 38501 Шприц інсуліновий з голкою, стандартний;  40601 Периферичний судинний катетер; 36044 Набір для ентерального харчування, для немовлят; 10749 Аспіраційний трахеальний катетер; 31328 Трубка ендобронхіальна;  61579 Скарификатор неавтоматичний, одноразового використання ; 16631 Набір з несорбівного матеріалу для внутрішньовенних вливань; 63028 Лезо для біопсії шкіри; 34926 Катетер сечовідний загального призначення; 34917 Внутрішній уретральний дренажний катетер; 14230 Труба, шлунковий евакуатор; 34831 Лейкопластир гіпоалергенний ; 44990 Лейкопластир до поверхневих ран; 56631 Фіксатор внутрішньовенного; 60709 Пелюшка вбирає; 14191 Трубка, дренаж; 45025 Хірургічна кетгутова нитка, похромована; 60839 Фільтр бактеріальний для медичних газів, стерильний, одноразового використання",Medical gloves,3100,7.8,UAH,,,Ukraine,2020-02-03,https://prozorro.gov.ua/tender/UA-2020-02-03-002100-a,UA3248,,
"Медичні матеріали (НК 024:2019-  58234 Стрічка ватяна, 35017 Марлева пов’язка, рулон, 47173 Припудрені, оглядові / процедурні рукавички з латексу гевеї, нестерильні)",Medical gloves,5800,2.3,UAH,,,Ukraine,2020-02-03,https://prozorro.gov.ua/tender/UA-2020-02-03-001434-a,UA3249,,
"Медичні матеріали (марля, рукавички)",Medical gloves,900,3.7,UAH,,,Ukraine,2020-02-03,https://prozorro.gov.ua/tender/UA-2020-02-03-000551-a,UA3250,,
"Рукавички медичні, код згідно НК 024:2019 – 40548 Хірургічна рукавичка, латекс, 47173 Рукавички оглядові / процедурні з латексу гевеї, опудрені",Medical gloves,90000,5.915911111111111,UAH,,,Ukraine,2020-01-31,https://prozorro.gov.ua/tender/UA-2020-01-31-000588-c,UA3251,,
"Медичні матеріали (ДК 021:2015 (CPV) : 33140000-3 Медичні матеріали (код за НК 024:2019: 48127- Стрічка марлева; 48126 -Бинт марлевий, стерильний; 58234 - Стрічка ватяна; 34655- Марля, неткана; 34831 - Лейкопластир гіпоалергенний; 35177 - Маска хірургічна, одноразового застосування; 56287 - Нітрилові оглядові/процедурні рукавички, обпудровані; 45042 - Шприц-дозатор для підшкірних інфекцій; 14066 - Хірургічний шпатель для язика; 61579 - Скарифікатор неавтоматичний, одноразового використання)",Medical gloves,20000,3,UAH,,,Ukraine,2020-01-31,https://prozorro.gov.ua/tender/UA-2020-01-31-001255-c,UA3252,,
Рукавички нітрилові,Medical gloves,35000,1.214,UAH,,,Ukraine,2020-01-31,https://prozorro.gov.ua/tender/UA-2020-01-31-003673-a,UA3253,,
"Рукавички оглядові нітрилові, рукавички стерильні оглядові латекні нетекстуровані з пудрою",Medical gloves,10000,2.69,UAH,,,Ukraine,2020-01-31,https://prozorro.gov.ua/tender/UA-2020-01-31-004777-a,UA3254,,
"Медичні матеріали (марля, вата, бинт, пластир, шприці, системи ПК, катетер, рукавички)",Medical gloves,7500,2.218,UAH,,,Ukraine,2020-01-31,https://prozorro.gov.ua/tender/UA-2020-01-31-003660-a,UA3255,,
"33140000-3 - Медичні матеріали (вата, бинт,маски,рукавички)",Medical gloves,1000,1.42,UAH,,,Ukraine,2020-01-31,https://prozorro.gov.ua/tender/UA-2020-01-31-004709-a,UA3256,,
"Медичні матеріали (рукавички латексні нестерильні, ємності для забору сечі, шприци, медичний пластир, плівка/р., бинт).",Medical gloves,700,1.6942857142857144,UAH,,,Ukraine,2020-01-31,https://prozorro.gov.ua/tender/UA-2020-01-31-003541-a,UA3257,,
Одноразові рукавички нітрілові оглядові,Medical gloves,53000,1.65,UAH,,,Ukraine,2020-01-30,https://prozorro.gov.ua/tender/UA-2020-01-30-001408-c,UA3258,,
"код НК 024:2019 «Класифікатор медичних виробів» 58232 - Рулон ватний, нестерильний, код НК 024:2019 «Класифікатор медичних виробів» 34655 - Марля неткана, код НК 024:2019 «Класифікатор медичних виробів» 22146 - Пов’язка для ран абсорбуюча компресійна, код НК 024:2019 «Класифікатор медичних виробів» 35389 - Інсуліновий шприц, код НК 024:2019 «Класифікатор медичних виробів» 47017 - Шприц загального призначення, разового застосування, код НК 024:2019 «Класифікатор медичних виробів» 47017 - Шприц загального призначення, разового застосування, код НК 024:2019 «Класифікатор медичних виробів» 47017 - Шприц загального призначення, разового застосування, код НК 024:2019 «Класифікатор медичних виробів» 47017 - Шприц загального призначення, разового застосування, код НК 024:2019 «Класифікатор медичних виробів» 47173  - Рукавички оглядові/ процедурні з латексу гевеї, опудрені, код НК 024:2019 «Класифікатор медичних виробів» 40548 - Хірургічна рукавичка, латексна, код НК 024:2019 «Класифікатор медичних виробів» 61631 - Рукавички оглядові/процедурні нітрилові, непудровані, стерильні, код НК 024:2019 «Класифікатор медичних виробів» 60857 - Рукавички хірургічні полімерно-композитні, код НК 024:2019 «Класифікатор медичних виробів» 43324 - Система для переливання рідин загального призначення, код НК 024:2019 «Класифікатор медичних виробів» 43324- Система для переливання рідин загального призначення, код НК 024:2019 «Класифікатор медичних виробів» 43324 - Система для переливання рідин загального призначення, код НК 024:2019 «Класифікатор медичних виробів» 13472 – Скарифікатор",Medical gloves,10000,5.7,UAH,,,Ukraine,2020-01-30,https://prozorro.gov.ua/tender/UA-2020-01-30-000752-b,UA3259,,
"33140000-3 Медичні матеріали (Бинти, вата, маски медичні, серветки, шприци, системи для переливання, скарифікатори, рукавички)",Medical gloves,12000,1.8155,UAH,,,Ukraine,2020-01-30,https://prozorro.gov.ua/tender/UA-2020-01-30-003266-c,UA3260,,
Рукавички одноразові нетрилові,Medical gloves,10000,1.58,UAH,,,Ukraine,2020-01-30,https://prozorro.gov.ua/tender/UA-2020-01-30-000504-c,UA3261,,
Рукавиці медичні,Medical gloves,8000,1.3,UAH,,,Ukraine,2020-01-30,https://prozorro.gov.ua/tender/UA-2020-01-30-001084-a,UA3262,,
"56286 - Рукавички оглядові / процедурні нітрилові, необпудровані, нестерильні, 37466 - Ручний ланцет для крові, одноразовий, 48125 - Рулон марлевий, нестерильний",Medical gloves,4000,1.39,UAH,,,Ukraine,2020-01-30,https://prozorro.gov.ua/tender/UA-2020-01-30-002911-c,UA3263,,
"35177 – Маска хірургічна, одноразового застосування, 56286 - Рукавички оглядові / процедурні нітрилові, необпудровані, нестерильні, 37466 - Ручний ланцет для крові, одноразовий, 47017 – Шприц загального призначення, разового застосування, 48125 - Рулон марлевий, нестерильний, 59230 – Голка ін’єкційна, одноразового використання, стерильна",Medical gloves,3000,1.39,UAH,,,Ukraine,2020-01-30,https://prozorro.gov.ua/tender/UA-2020-01-30-002488-c,UA3264,,
"ДК 021:2015 33140000-3 Медичні матеріали (бинти, шприці, скарифікатори, рукавички,вата)
НК 024:2019 Пластир медичний (34831 лейкопластир гіпоалергенний), бинт нестерильний 7*14 (48126 рулон марлевий нестерильний), вата медична нестерильна (58232 рулон ватний нестерильний), шприці (47017 шприц загального призначення, разового застосування), рукавички медичні хірургічні стерильні (40548 хірургічні рукавички, латексні), рукавички оглядові нестерильні латексні (63217 латексна оглядова рукавичка, неопудрена , нестерильна), скарифікатор-спис (61579 скарифікатор неавтоматичний, одноразового використання).",Medical gloves,1000,3.4,UAH,,,Ukraine,2020-01-30,https://prozorro.gov.ua/tender/UA-2020-01-30-000591-c,UA3265,,
Медичні матеріали (Перчатки),Medical gloves,1500,1.93,UAH,,,Ukraine,2020-01-30,https://prozorro.gov.ua/tender/UA-2020-01-30-000937-c,UA3266,,
"56286 - Рукавички оглядові / процедурні нітрилові, необпудровані, нестерильні, 37466 - Ручний ланцет для крові, одноразовий, 47017 - Шприц загального призначення, разового застосування",Medical gloves,1000,1.39,UAH,,,Ukraine,2020-01-30,https://prozorro.gov.ua/tender/UA-2020-01-30-002129-c,UA3267,,
"ДК 021:2015 – код 33140000-3 Медичні матеріали (Шприци( код НК 2019 47017 - Шприц загального призначення, разового застосування), ( код НК 2019 34973 - Інсуліновий шприц / голка, безпека), відрізи марлеві ( код НК 2019 48126 - Рулон марлевий, нестерильний), вата ( код НК 58234 - Стрічка ватяна), бинти ( код НК 2019 33056 -Матеріал для накладення гіпсової пов'язки), ( код НК 2019 35374 - бинт трубчастий трикотажний, ( код НК 2019 10669 - Трубчатий трикотажний бинт під гіпсову пов'язку), системи ПР ( код НК 2019 43324 - Система для переливання рідин загального призначення), скарифікатори ( код НК 2019 61579 - Скарификатор неавтоматичний, одноразового використання), рукавички ( код НК 2019 56286 - Рукавички оглядові / процедурні нітрилові, необпудровані, нестерильн), ( код НК 2019 47179 - Припудрені, оглядові / процедурні рукавички з латексу гевеї, стерильні), бахали ( код НК 2019 61937 - Бахіли хірургічні), пластир ( код НК 2019 34832 - Лейкопластир водонепроникний), ( код НК 2019 44990 - Лейкопластир до поверхневих ран), набори гінекологічні оглядові  ( код НК 2019 44059 - Одноразовий акушерсько-гінекологічний хірургічний набір, що не містить лікарських засобів)) ( Джерела фінансування закупівлі: Власні кошти, кошти місцевого бюджету)",Medical gloves,58000,3.09,UAH,,,Ukraine,2020-01-29,https://prozorro.gov.ua/tender/UA-2020-01-29-000286-b,UA3268,,
Б/Т Рукавички одноразові нітрилові,Medical gloves,40000,1.426,UAH,,,Ukraine,2020-01-29,https://prozorro.gov.ua/tender/UA-2020-01-29-001554-b,UA3269,,
Медичні матеріали (Перчатки),Medical gloves,11500,1.93,UAH,,,Ukraine,2020-01-29,https://prozorro.gov.ua/tender/UA-2020-01-29-001094-b,UA3270,,
Аксесуари для одягу (нестерильні рукавиці),Medical gloves,10000,2,UAH,,,Ukraine,2020-01-29,https://prozorro.gov.ua/tender/UA-2020-01-29-002112-a,UA3271,,
Одноразові рукавички.,Medical gloves,10000,1.55,UAH,,,Ukraine,2020-01-29,https://prozorro.gov.ua/tender/UA-2020-01-29-004031-b,UA3272,,
Рукавички одноразові латексні,Medical gloves,2300,6.608695652173913,UAH,,,Ukraine,2020-01-29,https://prozorro.gov.ua/tender/UA-2020-01-29-000032-a,UA3273,,
"Медичні матеріали (Рукавички припудрені, неприпудрені латексні оглядові)",Medical gloves,3800,2.8383157894736843,UAH,,,Ukraine,2020-01-29,https://prozorro.gov.ua/tender/UA-2020-01-29-002869-a,UA3274,,
"Перчатки нітріллові не опудрені, перчатки латекс хірургічні опудрені стерильні",Medical gloves,16000,6.75,UAH,,,Ukraine,2020-01-28,https://prozorro.gov.ua/tender/UA-2020-01-28-000635-a,UA3275,,
33141420-0 Хірургічні рукавички,Medical gloves,25100,2.5,UAH,,,Ukraine,2020-01-28,https://prozorro.gov.ua/tender/UA-2020-01-28-000644-b,UA3276,,
"Вироби медичного призначення: НК 024 2019 58234 - Стрічка ватяна, 48125 - Рулон марлевий, нестерильний, 34655 - Марля, неткана, 32368 - Щітка цитологічна цервікальна, 38501 - Шприц інсуліновий з голкою, стандартний, 47017 - Шприц загального призначення, одноразового використання, 44990 - Лейкопластир для поверхневих ран, 32207 - Лейкопластир для з'єднання країв ран, 40601 - Периферичний судинний катетер,  42461 - Шпатель для язика, оглядовий, 40548 -Хірургічна рукавичка, латексна, 60857- Рукавички хірургічні полімерно-композитні, непудровані, 13472 – Скарифікатор, 59230 - Голка ін'єкційна, одноразового використання, стерильна,  12170 - Набір для подовження магістралі для внутрішньовенних вливань, 61578 - Ручка-скарифікатор автоматична, одноразового використання, 60822-  Голка для переливання лікарських засобів, що фільтрує / клапанна, 37445 - Лезо скальпеля, одноразового використання, 32331-  Катетер уретральний постійний для дренажу / промивання,  47691 - Трубка ендотрахеальна з аспіраційної манжетою, 35212 - Голка спінальна, одноразового застосування, 46382 - Набір для місцевої анестезії з локалізацією нерва, для разового введення, 35177 - Маска хірургічна, одноразового застосування, 45603 - Уретральний катетер для разового дренування, 47237 Серветка для очищення шкіри, 62538 - Система моніторингу глюкози ІВД, пункт надання допомоги, 30221 - Реагент швидкого тестування на глюкозу",Medical gloves,6000,8.224,UAH,,,Ukraine,2020-01-28,https://prozorro.gov.ua/tender/UA-2020-01-28-002153-a,UA3277,,
рукавички,Medical gloves,40000,1.14,UAH,,,Ukraine,2020-01-28,https://prozorro.gov.ua/tender/UA-2020-01-28-004370-a?lot_id=ffb13d08932644569a82bc0e0bb772a1#lots,UA3278,,
Аксесуари для одягу (рукавички),Medical gloves,28550,3.15,UAH,,,Ukraine,2020-01-27,https://prozorro.gov.ua/tender/UA-2020-01-27-002778-a,UA3279,,
Аксесуари для одягу (одноразові рукавички),Medical gloves,55000,1.34,UAH,,,Ukraine,2020-01-27,https://prozorro.gov.ua/tender/UA-2020-01-27-003184-a,UA3280,,
"33140000-3 — Медичні матеріали (НК 024-2019 – 47017 - Шприц загального призначення, разового застосування; 47173 - Припудрені, оглядові / процедурні рукавички з латексу гевеї, нестерильні; 34655 - Марля, неткана; 47201 – Гемостатичний засіб на основі колагену; 12155 – Балонний гемостатичний внутрішньо матковий катетер)",Medical gloves,9000,5.64,UAH,,,Ukraine,2020-01-27,https://prozorro.gov.ua/tender/UA-2020-01-27-004661-a,UA3281,,
33141420-0 Хірургічні рукавички,Medical gloves,22000,2.3,UAH,,,Ukraine,2020-01-27,https://prozorro.gov.ua/tender/UA-2020-01-27-000928-b,UA3282,,
Аксесуари для одягу (Одноразові рукавички),Medical gloves,19000,2.57,UAH,,,Ukraine,2020-01-27,https://prozorro.gov.ua/tender/UA-2020-01-27-000603-a,UA3283,,
"ДК 021:2015 33140000-3  Рукавички оглядові латексні, нестерильні",Medical gloves,20000,1.5,UAH,,,Ukraine,2020-01-27,https://prozorro.gov.ua/tender/UA-2020-01-27-003198-a,UA3284,,
"ДК 021-2015: 33140000-3 – Медичні матеріали  (НК 024:2019 – 16649 Основний набір внутрішньовенного введення; 63095 Шприц/голка загального  призначення; 45158 Набір для через шкірних ін’єкцій, який містить лікарські засоби, одноразового використання; 34904 Канюля для порожнистої вени; 47173 Рукавички оглядові / процедурні з латексу гевеї, опудрені; 34654 Хірургічна перев’язка; 58986 – Лейкопластир хірургічний універсальний, нестерильний)",Medical gloves,4000,2.46,UAH,,,Ukraine,2020-01-27,https://prozorro.gov.ua/tender/UA-2020-01-27-001909-b,UA3285,,
Рукавички оглядові,Medical gloves,3000,1.95,UAH,,,Ukraine,2020-01-27,https://prozorro.gov.ua/tender/UA-2020-01-27-000732-a,UA3286,,
"Медичні матеріали ( НК 024:2019  48126- рулон марлевий н/ст., 34665-марля неткана, 34831- лейкопластир гіпоалергенний, 35356-канюля аспірацій на одноразов. застосування,  37466- ручний ланцет для крові одноразовий, 47017- шприц загального призначення, разового застосування, 56286- рукавички оглядові процедурні нітрилові необпудровані н/ст., 61217- рукавички хірургічні з гваюлового латексу непудровані,  43324-система для переливання рідин загального призначення).",Medical gloves,330,6.539999999999999,UAH,,,Ukraine,2020-01-27,https://prozorro.gov.ua/tender/UA-2020-01-27-000759-c,UA3287,,
"Медичні   матеріали  ( рукавички,маски)",Medical gloves,300,5.08,UAH,,,Ukraine,2020-01-27,https://prozorro.gov.ua/tender/UA-2020-01-27-003032-a,UA3288,,
"Медичні рукавички : 56286- рукавички оглядові/процедурні нітрилові, необпудровані, нестерильні; 61217 – рукавички хірургічні з гваюлового латексу,непудровані",Medical gloves,6500,5.12,UAH,,,Ukraine,2020-01-24,https://prozorro.gov.ua/tender/UA-2020-01-24-000338-b,UA3289,,
"ДК 021:2015 –33140000-3: Медичні матеріали (Рукавички медичні оглядові НК 024:2019 код 47173 - Рукавички оглядові/ процедурні з латексу гевеї, опудрені); (Рукавички медичні хірургічні НК 024:2019 код 40548 - Хірургічна рукавичка, латексна)",Medical gloves,15200,1.1127631578947368,UAH,,,Ukraine,2020-01-24,https://prozorro.gov.ua/tender/UA-2020-01-24-000825-c,UA3290,,
